row_id,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,outcome,oracle_p,true_driver_set,split
37,-1.0049834,1.2085141,0.09683615,0.009372044,-0.80618805,-0.8723333,0.7887974,0.30238724,1.6742705,-0.4501311,1.375197,0.14897144,-0.6035077,0.21009563,0.7842967,-1.5062138,1.8821492,-0.14561652,0.030926853,0.44017595,0,0.0066269157,f0,train
38,3.4665775,-2.952554,1.2710872,0.07314654,1.0066382,-1.0923995,-0.6862717,-0.53918076,0.5120771,-1.6467024,0.7990112,2.3037837,0.95971245,1.3137963,0.7607299,0.736012,0.90279645,-0.34109583,-0.9123212,-0.14042012,1,0.9807943,f0,train
39,0.6529967,0.8551457,0.3268919,-0.30190498,-2.048518,1.0539556,0.22590622,-1.8829634,0.22817227,-0.08694003,0.5678283,-1.2810512,0.20328896,-0.7744317,0.025900213,-0.8137321,1.1693584,-1.4940794,0.7014459,-0.13156022,0,0.15524966,f0,train
40,1.0846506,0.07520017,0.08832793,-0.39973325,0.8229468,-0.125345,0.88784796,-0.69486094,-1.9174666,-0.1856015,1.8383869,-0.75561166,-0.6006725,0.72931653,0.0149745345,-1.4117541,-0.30676588,0.60597265,-0.1142728,0.685342,1,0.30349734,f0,train
41,-0.9556425,1.6651772,0.15052472,0.09234705,-0.97175765,0.7663031,0.7896538,-0.051459868,-0.6967906,2.1029108,-0.25372338,0.9494973,-0.07552551,-0.8232051,0.12227152,0.8212158,0.17141877,1.3613824,-0.04347396,-0.11166074,0,0.0073092035,f0,train
42,1.1083872,-0.49809656,0.37871784,-1.0169079,-1.7712736,0.710121,0.9001714,-0.0479902,-1.2387844,0.6209186,-1.5119333,0.787411,0.3226558,0.41078454,0.33284366,1.7872715,0.18007515,-0.19525184,-1.6328878,-2.4380546,1,0.31362513,f0,train
43,2.5276275,-3.0261497,-2.3718233,0.8989296,0.30453172,0.715601,-0.5297203,0.9166079,0.3257948,-1.2215711,0.077302344,0.29840013,1.2927911,-1.0291663,-0.01527843,0.32992822,0.48748177,0.8000155,-1.1115437,1.4837679,1,0.8864775,f0,train
44,0.9175065,0.97237074,1.1177443,-1.2701743,-1.1489402,0.70982563,-0.24003604,1.896483,-1.0229069,-1.2779655,0.7059944,0.18820141,0.27267513,-1.0865647,-1.6711128,1.0257541,1.3323172,0.3083998,0.49554765,-1.6591558,0,0.2377623,f0,train
45,-0.009470755,1.1434649,-0.80423504,-1.6379695,0.91328096,-0.83157796,-0.70198506,0.29517597,-0.40691727,0.17440549,-1.7047098,-0.3199936,1.3521007,0.18530406,0.6996079,2.647612,0.75289255,-0.8450743,-0.3428954,0.6893993,0,0.046577465,f0,train
46,3.286736,0.71071535,0.6444037,-0.14985302,-0.99874157,-0.77044666,-0.35987937,0.7873005,-1.3539886,-0.86370575,-0.055659592,-0.53391796,0.89448816,1.6439933,-0.091330804,-0.028596321,-1.1353718,1.2800959,0.27781025,2.6552656,1,0.9727075,f0,train
47,-0.97339267,1.3666431,-1.5558681,0.7688618,-0.30781227,0.21845873,-1.4536965,-0.04130305,2.1726384,1.7661912,1.2041053,-0.2630156,0.89594525,0.3380399,-1.2607353,-0.11702486,-2.8628194,0.48375148,0.8754034,1.5138897,0,0.0070560738,f0,train
48,-0.17708533,2.7888024,-0.5855489,-1.7630833,-0.7262318,-0.3039182,0.23412871,1.2862672,0.5943057,-1.54112,1.3963089,1.8241582,0.80939394,-1.6131735,0.91212463,-2.2661555,-0.18156807,0.9487477,-0.7157678,2.192847,0,0.03375886,f0,train
49,3.7609031,-0.3602533,1.4691222,1.0278479,0.95157444,1.0805948,-0.60547376,-0.11861084,0.39558032,-0.5419012,1.5729939,-0.43154684,-0.4526406,-0.3485213,1.0845047,-0.87447757,-0.23176418,0.061292946,0.087570876,-1.5429773,1,0.9892475,f0,train
50,4.0722404,2.9496324,1.1379621,-1.1636698,-0.30310887,-0.679912,-0.21266633,-1.7808802,-1.7946042,0.30254313,-0.051671658,-0.17986356,0.5211331,0.8146479,0.8583657,-0.02516292,-0.95689654,-0.08474808,0.91041243,0.022931186,1,0.9942023,f0,train
51,1.6303289,0.2838532,0.0048150234,0.043734994,-0.27792245,0.05642979,2.790518,-1.2327647,1.3406453,0.35665992,0.25444177,0.9118599,-0.2807507,-0.8576436,-0.2987104,-0.9627309,1.2269169,-2.0433054,-0.71406794,1.0866315,0,0.564798,f0,train
52,1.6570082,2.5543768,-2.0599084,-0.7803587,0.9438729,-1.3294505,0.4166614,-0.29547992,1.852441,-0.3230692,-1.2426028,1.4953963,0.25308827,0.8136341,-0.1493405,-0.9989689,1.091623,-1.110791,1.118615,0.33529145,1,0.5778653,f0,train
53,-0.5792726,-1.1195189,-2.0307798,-0.7571646,-0.92025197,-0.78752524,0.2151361,-0.3592051,1.0219972,0.04537363,-0.20654804,1.4808279,-0.7364004,-1.0979173,1.6672553,1.15687,-0.71041787,-0.11285475,-0.83621484,-0.08722433,0,0.015389731,f0,train
54,0.6320951,-0.9496643,0.7751689,-0.44387236,0.20708045,-0.77249414,1.2564001,1.6518481,-0.2520796,-0.0160737,-1.5197264,-0.30711225,0.2174037,-0.1439337,-1.2359382,1.0796244,0.10711888,-2.0396922,-0.98605,-1.3222336,0,0.14984594,f0,train
55,0.39698395,-1.3060458,0.63354707,1.6378714,-0.657025,1.9992331,2.4653797,-0.6180384,-0.14948104,0.7392685,-1.1231637,-1.1610419,0.1497298,0.04141386,-0.37202823,-0.13691919,2.065171,0.8537467,-1.3792849,-0.8034865,0,0.09921011,f0,train
56,0.6467712,-4.313057,-0.8458002,0.8562632,-1.266633,-0.32417357,1.7958997,0.24613863,2.2,-0.37492207,-1.0246955,-0.8174829,-0.36785266,0.3005192,-0.28283033,0.03203906,-0.012562269,0.9401308,0.67993397,1.7609981,0,0.15362374,f0,train
57,0.23052728,-0.5761817,-0.4143962,1.0914258,-0.21291184,1.5237588,0.7757015,0.2227269,-1.9074701,-0.32520762,0.38454887,-0.38491318,-0.22185242,0.2492493,1.3877133,-1.0387579,-0.75530636,0.72276556,-1.2198257,-0.80728805,0,0.07317266,f0,train
58,0.47184417,-0.6577582,0.94257444,0.63457435,-0.9067908,-1.3118665,0.46562982,-0.9656888,1.41407,2.1190562,0.092800595,-2.1198158,-0.08934891,1.1009274,-0.39507264,0.573306,1.4111825,-0.38703752,-1.0917488,0.7666177,0,0.11341618,f0,train
59,3.153207,2.4317205,-1.3262427,-0.4385556,-0.5034639,1.6430864,-0.3605763,1.9445668,1.2585232,0.039488304,-0.88241947,-1.0815674,-0.18308778,0.3507112,1.0106188,-0.44561556,0.44132447,0.87385607,0.8092412,-2.372384,1,0.96464825,f0,train
60,-1.2231197,-2.948322,-0.57331645,0.55545783,-2.6086245,-0.91839,-1.2263008,-1.1547227,0.32064864,0.037068933,-0.012048851,-1.7979504,-0.87964875,0.020951876,-0.26498216,0.91553044,-0.6300389,0.20680632,-0.19248903,0.79587233,0,0.0042939736,f0,train
61,-0.3122712,0.13065873,0.9335201,1.4008687,0.32137883,0.16299471,-1.478004,0.47955325,0.07127271,-1.4436963,0.53839064,0.110825345,-0.32740664,0.099062234,-0.7759542,1.3037866,0.9989307,1.1150962,-0.5350845,-1.2716995,0,0.025968928,f0,train
62,-0.57996136,1.9744605,-1.729716,0.52617526,-0.071841,0.5721245,0.52034044,-0.38144353,-0.93162584,0.87476605,1.1378636,1.3085314,0.6560908,1.4183848,0.4574136,0.66633797,-0.4224206,1.4530661,0.4389718,1.2906688,0,0.015368876,f0,train
63,-0.7098098,2.1889794,-1.5970055,-0.11434282,0.38510624,-0.8222698,-1.1828545,0.4409691,0.5461744,-0.3914105,1.9643846,-1.9021126,0.76736224,-1.0756487,-0.6424801,-0.9748325,-0.24231096,0.54607683,-1.3893282,1.1163967,0,0.011895602,f0,train
64,3.4854429,-1.9782852,2.617564,-1.7851467,-0.26011392,0.7702229,-1.2781492,0.98827064,1.4494833,0.8425163,0.47710502,-2.3881779,-1.0897601,1.4655839,-0.20623672,0.8617651,-1.8028044,1.5399534,-0.60624856,1.1349487,1,0.9814922,f0,train
65,0.5494085,-2.5710258,0.9276413,-0.4476251,0.6184174,0.19370787,0.05973314,-0.37112707,-0.28611922,-0.19279265,1.4504926,-0.8052546,-1.2168376,-0.0028460345,-1.266843,-1.7496451,-0.33203635,-0.29879323,0.62599546,0.23317367,0,0.12997463,f0,train
66,-0.9911322,1.911956,-1.8673618,0.44977307,-0.34017196,-0.27768534,-0.11322036,1.178743,-0.30346292,-1.7848872,-1.1683769,1.6784942,-1.2924424,0.24000266,-0.045977257,0.11127577,-0.3330794,0.2954258,-0.2742278,-0.27213404,0,0.006811795,f0,train
67,3.3144724,-2.1887622,0.34905577,0.26435834,-1.0294257,0.06429031,0.17792289,1.1242088,-0.7860415,0.700842,1.4866713,0.4274284,-0.30542558,-0.7152691,0.751516,1.5035536,-0.33084625,2.266376,-0.7203121,0.10500008,1,0.97414213,f0,train
68,1.8271517,-0.21922119,0.4973165,0.58851683,-0.54873496,0.7229149,0.27135545,0.3937513,1.1844996,0.16876882,-0.35056025,-1.0494989,-1.0374542,0.31379682,-1.1035426,1.828327,-0.122543804,-0.06079986,-0.57353026,1.6310194,0,0.6579796,f0,train
69,1.4988874,0.82479453,1.1054761,-1.3110689,1.3807395,-0.8734597,-0.22400081,-0.16024022,-0.6042926,0.7806393,-0.06840195,1.0982349,-0.35617504,0.70056206,2.0251431,0.8528355,-0.33808696,-0.3665735,-0.9947313,-2.6334827,0,0.49944368,f0,train
70,3.0821269,-0.18182357,-2.025738,1.755247,-0.48554075,-2.266453,1.7220584,-0.72480303,-0.3206112,-2.0749044,-1.7036865,0.86120844,-1.1581494,-1.0334922,0.6013943,0.026132463,-0.10465908,0.6601722,0.0059243604,1.6438034,1,0.95946676,f0,train
71,3.4074924,0.41795537,-0.33278432,0.7450983,-0.039271303,0.12911783,-1.6031938,-0.17528464,-0.84431946,0.07193787,0.14384663,-0.6588794,2.028581,0.88896656,-0.55838937,0.07503964,0.72660077,0.54858375,0.6764724,-0.00075501273,1,0.9784371,f0,train
72,-1.0343683,-0.71169966,-0.33322144,-0.995632,-0.18539006,0.62693673,0.6319792,-1.8563278,0.4691895,-0.93586856,-0.033000093,0.16816516,-1.2072028,-0.3286889,-1.7758288,-0.4226279,-0.4674998,-0.29943278,-0.58188117,-0.49813214,0,0.0062510413,f0,train
73,-0.71960217,1.2992201,0.52338403,1.3380884,0.49118572,-0.23009568,-0.5188314,-0.19305079,-1.3503354,2.8965335,1.3674346,0.46744806,-0.34505662,-1.4313823,0.99974215,-0.45709595,1.2608135,1.2968154,-0.70715946,1.2319968,0,0.01166759,f0,train
74,2.1968572,2.2609375,-0.34279895,-0.14838673,1.4401766,-1.8041672,0.8084103,-0.41109383,-0.35350537,-0.4625921,0.7562511,0.9565777,-0.50325674,0.024588557,-0.4970203,1.394583,1.1182058,1.1370413,-1.222083,-0.71572834,1,0.80118454,f0,train
75,-0.7344287,-0.9411367,0.12586863,-0.6469585,1.8015927,1.3515569,0.19479667,0.7224063,0.68104637,-0.44612148,0.7011357,1.0606521,-1.4563783,-0.015004355,-1.7939357,-0.055341583,-0.17944999,0.44970638,-0.42877507,-0.3369717,0,0.0113305515,f0,train
76,0.9923042,-1.8505856,0.26866308,-0.76248366,0.45118532,0.34174666,1.9385167,0.39912242,0.24040285,0.2695029,1.4329007,-1.8406922,-0.6127357,0.512642,-0.5201574,-1.4467002,2.0279098,-0.046926085,0.3262063,-0.41710618,0,0.26592603,f0,train
77,1.0046886,-1.7264792,0.6233114,0.35680258,1.2092527,-2.310383,0.26776227,0.2417878,-0.36325696,-0.56291145,1.0139369,-1.1263423,-2.7038505,-0.43301752,-0.06719563,-2.7352796,-0.39730012,-0.7690843,-0.05286201,1.4630915,1,0.2707891,f0,train
78,-0.62300116,-0.11205264,0.0944598,-0.8954852,-1.696878,0.7214379,-1.5193557,0.014984193,0.2750364,-1.189085,-0.042277478,-0.7157428,0.10267359,-1.1535089,-0.61915106,0.7087178,1.0472428,-0.08048852,1.1519755,-0.5976858,0,0.014119167,f0,train
79,1.5316265,-1.1960728,1.0745721,-1.3567001,-2.1500788,-1.0752563,1.1150992,0.17926887,-0.3130561,0.45462295,-0.35476774,1.6504368,-0.21799281,-0.52478,-1.210009,-2.550249,-0.7508172,0.42253935,0.07271958,0.48792124,0,0.5158079,f0,train
80,-0.572832,-1.16477,1.3198355,0.83143073,-0.026572881,-0.077586666,-0.6843769,-0.53548217,-0.66730183,0.3319639,-0.46491694,-0.29785687,0.07511391,0.28863814,-0.2710608,2.6430027,1.7153192,-0.2824687,-1.8288937,-2.5077913,0,0.0155861415,f0,train
81,2.544956,-1.7483269,-1.3278557,0.846296,-1.3245522,1.0606202,0.41803035,0.5992708,0.17841296,-0.2959659,0.5640713,-0.5791946,0.96752113,-1.4564699,0.83135563,0.2528562,0.7498089,-0.18381795,-0.024173278,0.10642833,1,0.8899188,f0,train
82,2.4333582,-0.54417527,-0.71756464,-0.57183325,0.3869778,-1.176071,-1.2432289,1.1835932,0.50271946,-1.345989,0.4069588,-0.0056782244,0.2011783,0.2244329,-0.115491755,1.3561097,-0.7056676,-0.36254367,-1.3891776,0.34820485,1,0.8660779,f0,train
83,1.9091048,-1.6567436,2.0227208,-0.79760045,-0.12740092,-0.753429,-1.0526417,0.31373447,-0.23951472,-0.62393105,0.7529273,-2.2680721,0.2663243,0.33991542,-1.1467392,-0.08352274,-0.92017704,-1.252702,-0.5949196,1.6985759,0,0.6938562,f0,train
84,-0.47185647,-0.61323303,-1.0353531,0.43966505,0.3297097,-0.9729056,0.97681826,0.34886327,-0.68797386,0.59363365,-1.017425,-1.3155228,-0.05939245,-0.22359143,1.0271319,-0.25496575,2.5002408,-0.6611076,-0.16314358,-0.17786235,0,0.01900784,f0,train
85,-1.2562946,1.3760743,1.3803126,-2.3377464,-0.18506828,-0.9260999,-0.23281533,0.5537799,0.639082,0.91467756,-1.6049323,-1.3514353,0.8295298,-0.38257393,0.4820664,-0.081147805,1.8296815,-0.6607226,1.0849327,-0.7856849,0,0.004019423,f0,train
86,-1.1432151,-2.119663,0.5193305,-1.0666298,-0.21457402,0.3288398,1.5198004,1.226239,-0.44792336,0.03786165,0.52959394,0.41066998,-0.887447,0.99922836,-0.58311117,-0.2801464,-0.6348784,-0.4924232,0.076684274,-0.78788614,0,0.0050343173,f0,train
87,3.6198592,-0.5673414,0.050240573,-0.7721843,1.1218107,-0.3091039,-1.4135747,0.80366427,1.0979604,0.25439963,-0.311906,-0.37236187,0.69215703,1.5393888,0.8802277,2.2299664,1.7937735,-2.024068,-1.8261636,1.0061026,1,0.98579305,f0,train
88,1.6391498,-1.5124508,-1.398518,-0.46460187,-0.38291445,0.97642416,0.056114025,0.9442308,-0.1602371,0.5008021,-0.5120933,0.1930176,2.5445814,0.51885605,1.5065628,-1.4330812,-1.213653,0.41995588,0.13671218,-0.31251597,0,0.5691293,f0,train
89,2.9666753,-2.022823,-0.43414676,1.6258873,0.40608278,0.123035505,2.9065888,-0.16435473,0.35372454,-0.79888904,-1.8777381,-0.872047,-0.9228063,-0.9790708,1.0434487,1.7949578,1.6348143,-0.8257459,1.2880899,0.7848504,1,0.94947064,f0,train
90,-1.4072264,3.186881,-0.07875278,-0.20828113,0.76103467,-1.836944,-0.456165,1.3767385,2.0471792,0.25003323,-1.9881753,0.34195614,-2.1433709,1.0862123,-0.16318132,1.2047355,-0.8765388,0.24795309,0.20479196,1.3269157,0,0.0029752334,f0,train
91,3.07303,-1.4411374,0.45620924,-1.8712915,-0.92678785,0.63401073,-0.78421646,0.61796165,-0.16119511,0.5019483,0.39849114,0.8716837,0.1456689,0.48607948,-0.36890778,0.4482061,-1.2956461,-0.62809944,0.06488202,-0.49334028,1,0.95875317,f0,train
92,2.7347245,1.6572757,-0.42038882,1.7496803,0.4494143,-0.793833,-1.4238459,0.14439268,0.9060156,-2.609676,-1.8346865,-0.6181728,-0.4543498,-0.102114655,0.22693536,-0.6524812,-0.23788415,0.25201753,1.2393842,0.94818556,1,0.92197216,f0,train
93,2.9245834,1.4791323,-0.33111858,1.1267198,-0.59387237,0.6514409,-0.4228804,0.5347713,2.0899613,0.36099058,-0.6504975,-1.3420743,-0.66509223,-0.32155943,-1.1961076,-1.6792964,1.9795547,-1.8389755,0.07272615,-0.816666,1,0.9452756,f0,train
94,2.054361,-2.6893742,0.108285874,-0.6667171,-0.7191322,0.039745,-1.5555724,-1.2409494,0.06640887,0.7077024,0.5544512,0.41928914,1.0051758,1.0933232,-1.5592787,1.8049451,-0.5970918,0.13335583,-0.04919397,-0.3641738,1,0.7518908,f0,train
95,-1.4040496,-0.6328303,0.13429156,1.4974742,0.30414397,1.7524755,0.9123041,0.09048184,-0.45401725,-0.532422,0.34659275,0.3316634,-0.17887972,0.14865625,1.3175864,-0.38916212,-1.1256802,-0.7571157,1.1185672,1.630619,0,0.002994141,f0,train
96,2.0588222,3.3887658,-0.41666082,-0.6317206,-0.2035103,-0.5935042,0.6840467,-0.569485,-0.28581086,1.368513,-0.32126302,1.524783,-0.25096554,-0.7727616,-0.92898256,0.89547145,-1.1793606,-0.23183289,-1.9198816,0.16220707,1,0.75355154,f0,train
