row_id,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,outcome,oracle_p,resp_f0,resp_f1,true_driver_set,split
50,1.1682242,2.3794281,-1.0787766,1.3010178,0.9669834,0.12462693,0.505037,-0.27359012,0.39498666,-1.1057719,0.3295411,-0.5358016,-1.1126164,-1.1199832,0.44200155,-0.3515615,0.29461616,-0.48858708,-0.38001385,2.61638,1,0.9030153,0.0,1.0,f1,train
51,1.409967,0.362766,-3.3497145,-0.9102314,0.92840743,-0.93507737,0.8060439,1.0251817,0.95305777,1.4258128,-2.372637,-0.35375237,-0.39494988,-1.2311819,-0.2557495,-0.8834226,-0.96700996,-0.37176365,0.69062394,0.06629101,1,0.5059215,0.0,0.0,,train
52,-0.76187485,4.498632,2.071066,0.25210953,1.7880923,1.5407085,-0.39861566,0.3168578,-0.24786294,1.8188773,0.34781137,-0.39626497,0.52934694,-0.5520284,-1.7038964,0.009727577,1.2109058,-0.8731704,0.5415668,0.23096783,1,0.9975472,0.0,1.0,f1,train
53,-0.52967405,-1.4679353,-0.5921119,2.466684,-0.3638918,-1.3695856,1.8643281,-0.1257361,0.84013546,-0.13606122,-0.14388624,0.44037673,2.7091358,0.08789332,-0.7174341,-0.6584826,0.7944414,0.10434246,-0.059417695,0.87356323,0,0.019558668,0.0,0.0,,train
54,1.9179579,1.0118413,0.22245263,0.09244625,-0.69760954,-0.92909193,0.4084421,-1.0494395,1.1226227,0.9378004,-0.31228274,0.17061462,-1.1238312,-0.20238018,0.9099782,0.10993046,-0.4859916,1.0608394,-2.2321293,0.5822721,1,0.7803468,1.0,0.0,f0,train
55,0.8979373,0.7556965,1.4148208,-0.45873034,-1.0957264,1.4946288,0.42091396,-1.0933558,-0.4558862,0.8458203,-0.32299078,0.8932694,-0.082693376,1.5391937,1.1810107,0.11879186,-1.2145842,2.3599823,-0.8710399,-0.10008479,1,0.37238628,0.0,0.0,,train
56,2.1577966,2.6656315,-1.1037567,0.85696715,2.0146673,0.8891842,0.59699434,0.9091323,0.87319267,-2.4831474,0.2159198,1.0131553,1.7926735,0.3552395,0.6175625,-0.8451655,0.47958684,-2.3508523,-0.3257764,-1.8653268,1,0.9812635,0.5,0.5,"f0,f1",train
57,2.0709887,-0.91815984,0.054799736,1.4073722,-0.1546092,0.8405802,-0.073562786,1.6135281,0.05567501,-0.38083628,-1.7644014,-0.043917187,-0.9592616,-0.47328246,-0.2027836,0.5070403,1.552107,-1.3743907,0.4198843,0.7194481,1,0.75994754,1.0,0.0,f0,train
58,2.084211,4.4388514,0.11303479,0.31413847,0.8972574,1.6144836,0.4401262,-0.730727,0.6310154,-2.3115613,0.16943243,-1.166649,0.7894152,-1.7450856,1.3105903,-0.13949509,0.43942654,0.88541955,0.3175809,0.78976476,1,0.99933755,0.5,0.5,"f0,f1",train
59,-1.0464714,1.9244218,-2.8179674,0.7311836,0.4020073,-0.020568121,1.2662947,0.60376316,-0.015967216,0.024755128,1.7148645,1.2839016,-1.402095,-1.2694191,0.87395656,0.730247,1.813718,-0.86404747,0.14533511,1.6679858,1,0.7021532,0.0,1.0,f1,train
60,0.071219645,3.5985641,-1.7266165,0.16968411,-2.2356775,-0.1754956,-0.021708583,-1.517003,-0.2805272,-0.021196282,-0.17542318,-0.55903035,0.9596523,0.7961043,0.013935997,1.3451644,-0.036622576,1.2021337,0.06196545,0.16642293,1,0.98598844,0.0,1.0,f1,train
61,0.96031094,0.577755,-2.394723,0.9344888,-0.45310757,-1.8909086,-0.3911061,0.2094255,-0.7009963,-0.43043563,0.08411011,-1.2513925,0.13968684,-1.2356033,-1.1052183,-0.21987334,1.550107,-0.27499098,-0.18979636,-1.0894725,0,0.35551983,0.0,0.0,,train
62,3.1910005,0.15607269,0.04175044,0.045577243,-0.61813414,2.1848567,-0.51528776,0.80089444,-0.56465495,-0.18560283,0.7710858,1.3051567,-0.13921516,-1.8163927,0.85129684,0.29373744,-0.26468903,0.7296188,-1.1276473,-0.064600095,1,0.96923035,1.0,0.0,f0,train
63,-0.2515494,1.9621694,1.4043436,0.2997625,-1.5916444,-0.058775257,-1.9028113,1.1196169,-0.65350485,-0.7333896,0.0069007804,0.15728925,-1.0003589,-1.1293528,1.9115049,0.7705772,-0.9846709,-0.66401327,-1.7196137,1.8235283,0,0.7242272,0.0,1.0,f1,train
64,-1.2457888,1.5791758,-1.6752331,-0.3138687,0.36831725,1.0483168,1.0491928,-1.7896267,-0.38790882,0.23010589,1.487474,1.8484309,0.89991146,0.56781065,0.16832621,0.91463554,0.27042794,0.48763365,-0.19219367,-0.035079494,0,0.5413955,0.0,1.0,f1,train
65,0.041480985,2.1673558,-0.459193,-0.9728114,2.5970428,-0.77426094,-0.6649699,-0.8401848,1.0847921,0.4203048,0.36782694,-1.3012023,-0.99019426,-0.23458314,0.24494506,0.41278344,1.0835354,2.5712175,1.4879254,-0.70932114,0,0.8023125,0.0,1.0,f1,train
66,3.4041922,-0.85603327,-0.2904291,-0.8593605,2.5127807,-0.52630436,0.28967577,0.04909091,0.59167653,0.34190145,1.8343905,-1.204794,1.5229869,0.6339608,0.560898,-1.3352056,-0.15990639,1.3246883,-0.38860402,-0.25733638,1,0.9784907,1.0,0.0,f0,train
67,0.36324468,4.1941957,-2.5047781,-0.38940027,0.43090478,-1.6286643,-1.2126541,-2.4971592,1.0097377,-1.2143129,0.046731107,0.903417,-1.0741622,0.17065111,1.1814659,0.036459077,0.7551073,-1.1326606,-1.1082149,0.44313517,1,0.9958761,0.0,1.0,f1,train
68,1.7187781,2.918017,2.1163356,-0.7748139,-0.9316982,-0.21298274,0.23919626,-1.2179208,0.6879358,1.223097,0.26944926,0.6110291,0.4549037,0.07161631,0.44556457,-1.7245672,-0.3484125,-0.7263853,0.1459311,1.1380398,1,0.97826225,0.5,0.5,"f0,f1",train
69,-0.10539148,-0.9979513,-2.4869938,0.048234556,-0.6152355,0.116532564,1.2454392,-0.17012449,0.13873346,0.58569175,0.009367297,-1.6400456,0.5156176,-2.1597877,-1.5624691,2.2042472,1.1454759,-2.1057644,-0.27067825,-1.6843588,0,0.045221627,0.0,0.0,,train
70,-0.5419386,-1.1421232,1.6757356,0.76858485,1.4559225,0.67982775,0.16535696,-0.021193994,0.94593096,1.0367932,2.3983898,-0.14373943,-0.6479555,1.289294,-1.3865521,-2.0127816,0.83212745,1.9193635,-0.13000177,0.35374984,0,0.021524787,0.0,0.0,,train
71,2.0420778,2.9079123,1.1193631,0.2629527,-1.6548363,-0.98330593,0.29479355,-0.15374753,-0.19047475,0.85040945,0.4719585,-1.1522102,-0.078444496,-0.05395936,-0.7533281,0.65578556,-2.433908,0.5934372,1.1146584,1.4924762,1,0.9857276,0.5,0.5,"f0,f1",train
72,-0.7827839,1.6444261,2.2667694,-0.13911347,-1.3192185,-0.9445266,-0.5853498,0.19515048,0.72860503,-0.6030124,0.3386329,-0.85403603,0.46895283,0.13260484,-1.3300086,2.2277675,-1.0454227,0.44479835,-0.76959527,-1.109173,0,0.5761251,0.0,1.0,f1,train
73,-0.14303386,0.58508885,-1.9799666,-1.3232639,-0.32953814,1.1028292,-0.8743501,1.158972,-0.34025717,0.11811158,-1.2630308,0.0013867333,-2.1816823,-0.5540784,1.9715537,-0.02459524,-0.8851355,-0.7379712,0.6979825,1.0747873,1,0.16932708,0.0,0.0,,train
74,1.918194,0.37659854,0.5360385,-0.74759275,-0.57387143,0.051449835,0.9954125,-0.8832738,-0.16621426,0.70494145,-0.03329901,0.6546349,-0.37717903,0.92105436,-0.9111717,0.13429065,0.19833067,0.29845968,1.1617458,-0.48109317,0,0.7266112,1.0,0.0,f0,train
75,2.619387,-0.0492374,-1.5658921,-1.4594979,-0.94685036,1.6791278,-0.35571137,0.37392074,0.6634513,0.26678705,2.165614,1.8585261,0.39596012,0.14228706,-0.6130369,2.1382813,0.48494828,1.9885665,-0.21120484,0.86281127,1,0.9078361,1.0,0.0,f0,train
76,1.6030092,2.8034127,-0.07893728,-1.457696,0.73319775,-1.351354,-0.16424762,1.9293423,-1.0417478,0.5444531,-1.7401773,0.71500784,1.5715418,0.45430282,-0.58078134,-1.0167756,1.8761569,0.47024757,0.92462516,-0.16583349,1,0.9691757,0.5,0.5,"f0,f1",train
77,2.1605186,-1.1957004,3.237109,2.0951815,-1.1277521,1.7827274,0.44908574,-0.16458094,0.77267194,0.19423623,-0.98380506,0.7024181,-0.8169056,-0.11535578,0.8784641,1.5012236,0.75948954,-1.0097414,-0.29725245,-0.68478554,1,0.79030955,1.0,0.0,f0,train
78,1.1555268,-0.19976084,0.040009074,0.27487877,0.07931248,0.30263418,-0.38709748,-0.31767938,-0.017169038,0.27706635,-0.29353076,-0.2198144,0.56673354,0.3443551,-0.63486844,1.2151337,-1.1641814,0.14477251,-0.03619826,-0.1479824,0,0.35577762,0.0,0.0,,train
79,-0.2328661,-0.98882586,-0.96535546,1.4565061,0.12578359,0.45910758,0.06862273,1.3417705,0.49459785,-0.6464436,-0.6171441,0.7620189,1.0101491,-1.5788794,0.2870833,-1.4834448,1.0323766,1.4187992,-0.17474316,-1.8212899,0,0.036938846,0.0,0.0,,train
80,2.9472675,2.2199874,-1.093527,-0.39009976,0.08240662,1.8032194,-0.61858636,-0.44828415,-1.0049524,-0.5973085,1.6955299,-0.4802669,0.39785856,0.8604875,1.036453,0.8738046,1.8373717,0.19429858,0.78357214,0.081026174,1,0.98995817,0.5,0.5,"f0,f1",train
81,3.260336,2.5688179,-3.3957248,0.30877656,1.250068,0.57117796,0.3669875,-0.24167888,-0.63165,-0.49163014,0.71146697,0.29121202,-0.443717,-2.2268574,-0.51789165,-0.5131804,1.0390137,0.35066947,0.27494767,0.3631962,1,0.9969692,0.5,0.5,"f0,f1",train
82,-1.0901302,4.0976057,1.6896067,-0.57871175,-0.9508416,-1.2761651,-2.3252902,-1.5993268,-1.2597516,-1.0286369,0.5514777,0.16886505,0.8313715,1.4373255,-0.3001829,-0.5641998,-0.3479383,1.0498812,-0.38564166,-0.49462408,1,0.9945184,0.0,1.0,f1,train
83,0.85630226,4.144165,2.5486586,0.9627225,-1.1159811,1.6314522,0.32991663,0.3620428,-0.6582905,-0.30035564,-0.5885619,0.52356833,-0.82380897,1.6776593,-0.20568952,-1.2707586,0.6126723,0.40049595,0.21812035,-1.866852,1,0.99606204,0.0,1.0,f1,train
84,-0.36525872,-1.3765728,1.1954277,1.2820734,1.8940842,0.46590567,-1.597982,-1.2499231,1.038689,-0.96858543,-0.37020826,0.6007005,-0.63496006,-0.8512216,1.5574859,-1.0998704,-0.09012732,0.43772826,-0.10734049,-1.7611978,0,0.026507497,0.0,0.0,,train
85,-0.6198301,1.008229,1.342564,-0.44697905,-0.5283599,0.7603108,1.5635369,-0.44419578,0.96207154,-0.3655065,0.22662282,0.22988017,0.52864385,-1.3299478,1.9624304,0.7550329,-1.579625,-0.2593163,1.0515591,-0.3515473,1,0.28253007,0.0,0.0,,train
86,-1.2485083,4.399619,0.87686825,-0.69899774,0.43357533,1.8597999,0.16135052,-0.26362064,1.1848989,0.90800136,0.27551603,0.6787793,-1.8264221,-0.73260885,-1.6689681,-1.0661247,0.64440113,0.9043912,-0.8467935,0.25352895,1,0.9969917,0.0,1.0,f1,train
87,3.8505058,3.9349031,-1.5775118,-1.3240606,-0.52512246,-0.9383723,0.52432203,-0.785799,0.9508232,-0.36972165,0.85595864,0.2809285,3.0579817,0.14506307,-0.2646133,0.08448024,0.15058766,-0.29799387,0.3764489,-0.48051816,1,0.9999314,0.5,0.5,"f0,f1",train
88,4.484125,0.7648389,-1.5619754,-1.177482,0.24123694,0.926013,-0.09361285,0.17351243,-1.211813,-0.5414342,1.0332978,0.49720672,-0.65683264,-0.3931927,-0.06379027,1.2137836,-0.66344434,-0.21794666,-0.29140633,-0.6771562,1,0.9979248,1.0,0.0,f0,train
89,2.1380725,1.6546037,-3.0726984,-1.1823168,-1.7849258,-0.40762767,-0.37607974,-0.04292724,0.08082577,-0.7726286,0.43098578,-0.82689744,0.31512487,-0.7766677,0.03653734,-0.109934226,0.9181901,1.1362463,-1.3211136,0.15658385,0,0.90763116,0.5,0.5,"f0,f1",train
90,3.871382,0.47115776,-1.6203326,-0.7364056,-0.8266822,-0.7327731,1.4425365,-1.347732,-0.6859014,-1.698229,0.22541367,-0.55117273,0.13765348,-0.15650634,-1.2861665,-0.09137858,0.51515484,0.19533797,-1.005616,-1.0267774,1,0.9923394,1.0,0.0,f0,train
91,-0.74456203,0.7868439,-0.41299078,2.1286016,-0.68950236,-0.47164845,-1.2314941,-1.7201513,0.6390596,-0.12556078,0.11573597,-0.6711067,-0.26445103,0.17309172,-1.05294,1.2785486,-1.4837006,-0.36565316,0.47624123,1.9864236,0,0.20262885,0.0,0.0,,train
