row_id,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,outcome,oracle_p,true_driver_set,split
43,0.3699059,-0.16213901,-1.9438139,0.5900048,0.30666623,-0.11273222,0.51780796,-0.322686,-2.0615559,-0.7079332,-0.61148936,1.2583535,-0.9101989,-2.8738651,0.7851137,0.07496199,1.9593627,-1.0112295,0.8760959,-0.07698548,0,0.0032827575,"f0,f1",train
44,3.9069524,1.9055877,-1.74687,0.76542467,-1.1954209,0.0023260226,-0.21198769,-0.18464267,-0.11604306,0.5456477,-1.7579217,0.49166575,1.4927694,-1.0940826,-1.5139307,-0.3765695,-1.0090437,-0.5553599,0.13026042,2.0355086,1,0.6867859,"f0,f1",train
45,0.7305123,-1.155036,-0.2847765,0.0664664,-0.4881997,-0.5254866,-0.49091777,0.8385599,-1.0658356,0.30969352,0.27322754,-2.0662313,1.139347,1.5036052,1.0822406,1.9482173,2.3174276,0.1594804,0.14184244,1.7097678,0,0.00086880464,"f0,f1",train
46,2.8563004,1.807538,-1.4905897,-0.25182498,1.5983692,0.06681499,1.2394758,-0.31865484,0.1756151,-0.006477426,-0.37092844,-0.8868769,1.1335968,0.79303294,1.1344762,2.108185,-0.13133161,0.5396699,0.854305,0.12792124,1,0.6087019,"f0,f1",train
47,2.8176396,3.7912238,0.9592411,-2.0701497,0.39757276,-1.0059352,-1.8562592,-0.6909249,-0.66565883,-0.11551792,-2.0628269,1.0204709,0.17862198,-0.044216238,-0.63549924,1.4072038,-2.0509794,-1.8127893,-0.042072017,-0.036889553,1,0.92364913,"f0,f1",train
48,3.487292,2.5502949,-0.62830496,0.07089412,-0.035151523,-0.027697705,-0.9897763,-0.20123738,-1.395543,0.82871294,1.1709182,-1.3819275,0.67259544,-0.3517811,0.09768759,0.56430805,-0.60919136,1.0260977,0.14332087,-1.0210527,0,0.87453055,"f0,f1",train
49,4.1480284,4.244449,1.6658976,-0.27724195,0.41153464,-1.9578257,0.98034906,0.9394036,0.08648576,-0.6782302,-0.195995,-0.6469363,-1.2124997,-1.1250594,1.9770762,0.0034996062,-1.4146483,2.6817605,0.45615557,-0.4019356,1,0.99091876,"f0,f1",train
50,3.8048704,3.0299149,2.4772558,1.5865759,-1.7330606,-1.945202,0.15767433,-0.609063,1.3443092,-0.71922153,-0.9316875,-0.7359484,-0.4941617,-1.283409,0.68657887,-0.4582296,-0.23126248,1.4387678,-0.5738933,-1.2190573,1,0.94579023,"f0,f1",train
51,2.7453606,-0.4624777,-1.7641644,-0.26953948,0.27820623,-0.8391158,-1.114031,-0.48083287,-0.1706439,0.10179016,0.2988595,-0.67077726,-0.2187048,0.1406824,1.086956,0.32150245,0.871349,-1.328772,0.80293506,-2.911246,0,0.01787946,"f0,f1",train
52,-0.83132297,-1.0408512,-1.9721081,1.6893563,1.2071879,-0.1895959,-0.44048953,-0.08218401,0.66220355,-0.9441252,-0.4813617,-0.40502122,1.3131669,-1.1486878,-0.08116755,0.9660634,0.21673101,-0.013299128,0.43530712,0.4420759,0,5.7718353e-05,"f0,f1",train
53,0.91569173,3.527257,-1.628616,-0.62299293,2.1290445,-0.69472575,0.2710392,1.3950168,-1.0894326,-1.2727743,0.88858694,1.2672997,-0.638255,-1.4878291,2.2823834,-0.6958337,0.51486564,-0.36838606,0.8698929,0.044426814,0,0.23306295,"f0,f1",train
54,3.3858213,3.317995,1.6441072,-0.29047707,0.8024798,-0.85584205,0.40032145,-0.39209515,-1.5784976,-1.8486323,2.1756725,1.8936849,-1.1510417,-0.47764426,0.21478225,-1.0026435,1.0535756,-1.2154444,-0.5112831,0.41542196,1,0.9524004,"f0,f1",train
55,1.4832753,2.7285893,-2.5833797,0.98351884,-1.4356745,-1.5039047,1.8023533,1.1570016,0.1376261,1.4151125,0.017569803,0.71052885,-1.6242701,-1.720878,0.4604391,-1.0888424,-0.38784367,-1.2927704,0.4862775,-0.8664472,1,0.4528407,"f0,f1",train
56,4.2225146,1.0051657,2.4079285,-0.17544684,-0.55689085,0.61158764,-1.4091839,0.59105355,0.42665234,0.05377022,-1.3274022,0.9380368,0.34230703,-0.49785343,-2.1087084,-0.9193654,0.6617017,-0.56609786,0.38534603,-0.9432082,0,0.26981255,"f0,f1",train
57,0.4102096,-1.2928476,0.23747176,-0.54823136,-0.26296604,-0.24141887,-0.22884579,1.0099255,-1.3463291,0.069071956,0.3649802,-0.03610479,0.5177045,2.1164951,-1.953092,-1.4752849,-1.1557659,-0.44876307,1.2829235,0.02575621,0,0.0003796886,"f0,f1",train
58,-0.5031992,0.45087275,0.4361187,0.08300307,0.8002594,0.116239645,0.6582322,-0.06584356,1.836791,0.38328773,-1.0745978,0.86265516,-1.0386629,1.3241764,0.30781105,0.19420402,1.217254,-0.3419497,1.0643952,-2.3815928,0,0.0019529817,"f0,f1",train
59,-0.23982736,3.9384763,-2.0760303,-1.088408,0.5307,-0.7008866,0.49396956,0.45809555,-0.29587197,0.97450256,-2.1454716,-1.5547888,-0.4020507,0.08698618,-0.7233832,0.97667277,0.2131693,-0.3699957,-0.1833695,-1.181605,0,0.029670596,"f0,f1",train
60,4.0048904,0.4360071,0.7221656,0.61915344,-0.20365302,1.5348284,1.1182258,2.2014043,-0.7926634,-0.2247295,-0.21354479,-0.90987843,1.1543213,-0.35314354,1.7339057,-0.29642513,0.19665013,1.1661662,0.7532303,-0.23075412,0,0.10570109,"f0,f1",train
61,1.9770215,-0.4421288,0.58659494,-0.16464627,-0.8892596,-0.7008333,-0.023479989,1.5990602,-1.2280442,0.14560132,-0.65186524,-1.0394794,0.91032714,0.13287263,0.3567112,-0.7516685,0.6519204,1.1717073,0.3173853,0.7114822,0,0.014545951,"f0,f1",train
62,-0.8895442,-1.1136428,0.14140464,0.4834059,1.576618,-1.5522381,-0.18629186,-1.8895934,-0.16644324,1.0161775,0.32924148,1.4896939,0.67575574,0.46799308,-1.15623,0.30283004,-0.99762875,0.025393525,-0.26509178,-0.25874582,0,4.449667e-05,"f0,f1",train
63,-0.078461,3.9191716,-1.9150225,-0.15877666,-0.217063,-0.084818035,0.92206335,-0.20267373,1.260083,1.1792585,0.99340206,1.322904,1.3974907,-0.5152904,-0.5461978,-0.88068914,1.6566991,0.823965,-0.33275703,-0.23096739,0,0.040498637,"f0,f1",train
64,-1.2172382,3.4444156,0.21438053,-2.1210232,0.09217651,-0.46775502,0.10054775,1.1716917,-0.5977803,1.1314301,-0.55316454,-2.0679853,-0.59314024,-0.29488793,-1.7078272,-0.12963147,-1.6175665,1.3869469,-0.9078135,0.005676081,0,0.0042574154,"f0,f1",train
65,2.6677747,1.339009,-0.17101018,0.96825665,1.7494221,-0.83288884,0.087326735,0.7131934,0.4781893,0.6701478,-0.38856375,0.23192006,-0.08662134,-0.24208923,-0.70158964,0.5300373,-2.0925524,-1.4210765,1.3970675,-0.27236417,0,0.38312286,"f0,f1",train
66,-0.05980875,0.8901512,-0.5118734,0.274625,0.07434956,-0.294951,-1.4364088,0.47056472,-0.031716533,0.93446064,-0.46345264,-1.4796759,1.0404761,0.055271186,1.1072901,0.9387159,-1.2252063,1.6502246,-1.0709113,1.6912726,0,0.009645164,"f0,f1",train
67,4.3676004,2.3978324,-2.7033534,3.468293,0.889485,-1.9424169,-0.7563083,-1.2117746,0.28196883,0.3304251,-0.53081495,-0.050759222,-0.920468,-1.4753935,1.5352262,-0.07933758,-1.2668062,-0.54376173,-0.8207999,0.15896398,1,0.854859,"f0,f1",train
68,-0.6037154,0.5880025,-0.23653084,-0.86545837,0.48228282,0.11755783,0.130557,-0.35588333,1.7858291,-0.7493879,-0.36563075,1.1964844,-0.6154246,0.12320912,1.7400699,-0.9891276,-0.1265498,-0.72391784,1.1163063,-0.69152117,0,0.0020379527,"f0,f1",train
69,3.195428,4.4913435,-1.5752589,-1.7777939,0.417562,-1.3932722,-1.9839658,0.78623027,0.57276,-1.2266446,1.0565339,1.4495654,0.4946991,0.22419071,0.40922347,0.5501384,1.9319853,2.3491294,0.3826977,0.38417736,1,0.9649838,"f0,f1",train
70,-0.749178,1.5772691,1.7283599,-1.7888681,-1.0598567,0.42574346,0.6670251,-0.5615939,1.2058984,0.55990875,0.12629631,0.19553548,-0.020718366,-0.04307965,-0.57765955,0.6557892,-0.28612873,0.8147995,2.0427024,-2.0976646,0,0.0059267334,"f0,f1",train
71,3.8131216,2.2614229,-3.7817194,-0.9504879,-1.8957456,-2.1850379,0.32081228,0.25314444,-0.51644784,0.2789738,1.1639756,0.99754465,-1.4185163,-1.0244251,-0.04964616,0.75459766,-0.51121384,0.23754375,1.0030508,-0.8203973,0,0.8129967,"f0,f1",train
72,-0.13015456,4.337019,2.5742607,-0.33830607,-1.3177464,-1.4110038,-0.67566675,0.7971358,-0.27017722,2.113997,-2.259115,0.72233266,0.08933595,0.80880874,0.14378662,-0.0044752695,0.43054223,-0.49469593,1.0305141,0.35097733,0,0.03683172,"f0,f1",train
73,-1.1362407,-0.32991257,0.49414855,-1.0628484,1.1590846,2.1018438,-0.1555257,-0.016929056,1.7114954,-1.5222639,0.23667498,-0.98114514,-0.5982545,-0.7257424,0.7277127,1.9625772,-0.24676317,-0.49224314,0.6888726,1.1157404,0,0.00012808254,"f0,f1",train
74,3.6565716,2.071881,1.7356659,-0.7023743,-0.2382789,-1.3789408,-0.82908845,1.582776,0.21312954,-0.19302459,0.59186256,-0.58989507,0.44119897,0.34907186,0.47499907,-0.6588763,0.010262981,0.29228625,0.79663837,0.098769076,1,0.7483483,"f0,f1",train
75,-0.12372962,2.4733472,2.1727045,-0.8860548,1.5417821,-1.4648504,1.6145995,-0.019865977,-0.9508629,-1.2989397,0.18160407,-0.5433669,0.74681807,-1.7352946,-0.67785954,0.00719578,0.14521219,-0.9784084,-0.15923701,-0.34935468,0,0.03274422,"f0,f1",train
76,2.2000365,4.203792,-0.7413774,-1.85386,0.42886418,-0.7376282,-0.5802391,-0.59885204,-1.1602336,-0.3091695,1.5273343,-1.2868865,0.100825846,-2.5489204,-1.2633532,-0.34814787,-0.09583458,0.097944036,-0.6045162,1.049966,1,0.7986157,"f0,f1",train
77,-0.591683,0.41393587,-0.76385313,-0.24950254,-0.17728671,-1.5126264,0.26358354,1.8472499,-0.39098802,0.282804,-0.9743054,0.029112544,0.43617958,-0.1281509,0.058597118,-0.53490907,2.1220534,0.24652052,-1.9054878,0.7305767,0,0.001536075,"f0,f1",train
78,-1.3465974,0.52791905,3.312826,-1.6349204,-0.5910004,-1.2280005,-0.018298065,0.00059102965,-1.61942,1.0365001,0.9380017,-0.99203914,0.010875294,1.1236502,-1.2675633,-0.57357496,-1.6272321,-0.3102431,1.11529,-0.060779188,0,0.00042033018,"f0,f1",train
79,3.4206564,2.61538,-0.3082403,-2.1110268,2.2668,0.8273267,0.80076903,0.36104885,-0.6973081,0.2974099,0.36595505,-1.1075739,0.037940603,-0.49742863,0.49973145,2.4194744,-0.34993804,-1.1951343,-0.6746465,-0.9237811,1,0.8840025,"f0,f1",train
80,2.2892432,2.7905102,2.5135915,-0.19405128,-0.59536654,0.09721419,-0.50000006,0.37426528,-0.92444503,-0.7466155,0.44959405,1.0910285,1.3179929,-0.58113474,1.670139,0.14834489,0.30024588,-1.0927924,-0.82010496,2.2374837,1,0.770654,"f0,f1",train
81,-0.29434308,-0.81379116,-3.2354891,-1.4515766,-0.8216489,0.55227405,0.031263962,0.29825345,1.8145353,0.61883724,0.66471875,1.3768264,-1.2687175,2.8464692,-0.40309682,0.2918576,0.33931214,-1.1151334,1.8995961,-0.9102897,0,0.00026040841,"f0,f1",train
82,-1.0660794,0.58890384,-0.9780888,0.47197366,0.54093814,-0.3194907,0.5817542,1.7940055,0.6276976,0.6665132,0.20903003,-0.019282779,0.3922464,-2.1760054,0.46415308,1.8980008,0.11272844,-0.08357071,0.17918628,0.12880109,0,0.00081681577,"f0,f1",train
83,0.11038549,0.7331917,-0.36133373,1.6361566,-1.3416929,0.072125815,1.0243349,0.039327525,0.0042023365,0.15070456,1.4996839,-0.42800334,-2.0014787,-0.11078688,-1.8579351,0.9158564,0.38688356,0.5548465,-0.7967043,-0.22724321,0,0.0103740785,"f0,f1",train
84,1.9610656,4.190623,-1.6582048,-1.025638,-0.51405305,0.4288882,0.07511161,0.3121114,0.7044286,0.64307046,1.2813892,-0.727696,-0.5488761,-0.2462634,-1.0696325,-2.4041755,-1.7090626,0.35356987,0.29518294,-1.1541784,1,0.7121986,"f0,f1",train
85,-0.2919146,0.97471154,-1.4336946,-0.387764,0.21934411,-1.5546552,-0.18281652,2.0074792,-2.1877453,-0.9738964,-0.6001846,-0.18845324,0.5856514,-1.5396417,-0.68442595,0.9478597,-1.321033,1.094712,-1.0705714,0.85062754,0,0.0070009767,"f0,f1",train
86,3.699717,0.040562812,-0.49511844,-2.0035317,-0.24260342,-1.3039491,-1.4567947,0.4320936,-0.18292096,-1.3453292,-0.38388133,-1.4469782,-0.6407488,1.2899641,-0.6606312,-0.8283956,-1.1605982,-0.9244209,-1.1295992,-0.044594552,0,0.05060672,"f0,f1",train
87,3.826397,2.4128256,1.0462774,-0.3330658,-0.7265474,0.19391304,0.6921553,0.73759085,0.048741538,-0.9155468,0.3746677,-1.5260671,0.08498993,-0.6954637,0.41794848,-0.10105099,-0.74168867,-0.2813535,-1.3572532,3.1158125,1,0.8531085,"f0,f1",train
88,1.3313931,-1.4485334,2.148682,-1.066343,-0.86359483,0.9682349,0.9504647,-1.4593319,0.6883984,0.8716983,0.6600717,2.5310404,0.022442242,0.36060333,0.28546324,0.8825063,0.43936732,0.049991246,-0.18790372,0.022337329,0,0.0011411575,"f0,f1",train
89,-1.1257161,3.9626088,-0.21922742,-0.68719196,-0.13521124,-0.26555803,-0.30824772,-0.6548812,-0.9427254,-0.4134922,-1.0226315,-0.42611492,2.393807,-0.87665707,0.5383683,-1.2186298,-0.977316,0.4198724,-0.18803068,-1.0931776,0,0.005175115,"f0,f1",train
90,2.8596776,1.5625168,2.4862444,-1.2491164,0.18418285,0.3333896,1.4150327,0.008528787,0.011242136,0.6871824,-0.6181714,0.71281695,0.5103533,-0.6227684,0.46456298,-1.3001065,-0.11602413,0.66479456,-0.059135888,-0.52512354,0,0.49836677,"f0,f1",train
91,3.4010403,0.60028654,-0.5997648,1.1575826,-0.40069023,0.31503096,-0.78094286,-0.4665882,-0.12230403,0.53430665,1.5826648,0.39745042,0.24728613,-0.39642528,0.76831776,-1.6963733,-0.4882174,1.3762431,-1.5566941,-1.1973301,0,0.13882174,"f0,f1",train
92,3.5561578,2.3022063,2.942529,1.5984776,0.75168014,0.27530372,-0.7562066,0.800944,-1.9878566,1.4218847,-1.3112489,1.4502605,0.09550124,1.0428876,2.3018878,-0.4973276,0.07267638,-0.5055948,-0.09602361,0.7069651,1,0.81922364,"f0,f1",train
93,0.3597455,2.162582,0.45374143,-1.4664264,0.7445775,0.4300217,0.33187702,1.64463,-0.18898974,-0.04772485,0.6942687,-0.13144684,0.07280082,0.0034094946,0.43661878,0.27810356,0.43341953,0.49574876,-1.1991421,-0.19874589,0,0.07327625,"f0,f1",train
